episode,episode_return,episode_length,success,reached_goal,cliff_hits,risky_visits,epsilon
457,7.200000000000009,19,1,1,0,2,0.02034018111612805
458,7.45000000000001,19,1,1,0,2,0.02023848021054741
459,7.8500000000000085,18,1,1,0,2,0.020137287809494673
460,6.35000000000001,22,1,1,0,2,0.0200366013704472
461,7.8500000000000085,18,1,1,0,2,0.02
462,7.8500000000000085,18,1,1,0,2,0.02
463,7.8500000000000085,18,1,1,0,2,0.02
464,7.8500000000000085,18,1,1,0,2,0.02
465,7.150000000000009,19,1,1,0,2,0.02
466,7.8500000000000085,18,1,1,0,2,0.02
467,7.8500000000000085,18,1,1,0,2,0.02
468,4.900000000000008,19,1,1,0,3,0.02
469,7.8500000000000085,18,1,1,0,2,0.02
